,published,source,link,title
23,"Thu, 07 Apr 2022 07:00:00 GMT","{'href': 'https://securityboulevard.com', 'title': 'Security Boulevard'}",https://securityboulevard.com/2022/04/the-top-3-things-you-need-to-know-about-client-side-web-application-attacks/,The Top 3 Things You Need to Know About Client-Side Web Application Attacks - Security Boulevard
24,"Sun, 01 May 2022 16:00:01 GMT","{'href': 'https://nbcmontana.com', 'title': 'NBC Montana'}",https://nbcmontana.com/news/local/kalispell-4th-grader-awarded-for-national-cybersecurity-poster-contest,Kalispell 4th grader recognized in national cybersecurity poster contest - NBC Montana
25,"Thu, 28 Apr 2022 13:00:00 GMT","{'href': 'https://www.prnewswire.com', 'title': 'PR Newswire'}",https://www.prnewswire.com/news-releases/iot-security-market-worth-59-16-billion-by-2029--market-size-share-forecasts--trends-analysis-report-with-covid-19-impact-by-meticulous-research-301535348.html,"IoT Security Market Worth $59.16 billion by 2029- Market Size, Share, Forecasts, & Trends Analysis Report with COVID-19 Impact by Meticulous Research® - PR Newswire"
26,"Thu, 28 Apr 2022 07:00:00 GMT","{'href': 'https://securityboulevard.com', 'title': 'Security Boulevard'}",https://securityboulevard.com/2022/04/m2m-authorization-authenticate-apps-apis-and-web-services/,"M2M Authorization: Authenticate Apps, APIs, and Web Services - Security Boulevard"
27,"Sun, 01 May 2022 10:04:24 GMT","{'href': 'https://www.washingtonpost.com', 'title': 'The Washington Post'}",https://www.washingtonpost.com/technology/2022/05/01/russia-cyber-attacks-hacking/,Hacktivists and cybercriminals wreak havoc in Russia - The Washington Post
28,"Fri, 29 Apr 2022 13:10:31 GMT","{'href': 'https://www.ghacks.net', 'title': 'Ghacks'}",https://www.ghacks.net/2022/04/29/microsoft-edge-101-patches-25-security-issues/,Microsoft Edge 101 patches 25 security issues - Ghacks
29,"Wed, 27 Apr 2022 15:56:32 GMT","{'href': 'https://www.globalgovernmentforum.com', 'title': 'Global Government Forum'}",https://www.globalgovernmentforum.com/responding-to-rising-threat-heading-off-cyberattacks-in-the-era-of-the-perma-crisis/,How governments should respond to rising threat of cyberattacks - Global Government Forum
30,"Wed, 27 Apr 2022 09:55:07 GMT","{'href': 'https://www.lawgazette.co.uk', 'title': 'Law Gazette'}",https://www.lawgazette.co.uk/news/bar-left-reeling-from-malicious-cyber-attack/5112298.article,Bar left reeling from malicious cyber attack | News | Law Gazette - Law Gazette
31,"Thu, 28 Apr 2022 15:35:00 GMT","{'href': 'https://thenextweb.com', 'title': 'The Next Web'}",https://thenextweb.com/news/phone-virus-how-to-spot-it,"Yes, your phone can get a virus — here’s how to spot it - The Next Web"
32,"Sat, 30 Apr 2022 05:59:10 GMT","{'href': 'https://krebsonsecurity.com', 'title': 'Krebs on Security'}",https://krebsonsecurity.com/2022/04/you-can-now-ask-google-to-remove-your-phone-number-email-or-address-from-search-results/,"You Can Now Ask Google to Remove Your Phone Number, Email or Address from Search Results – Krebs on Security - Krebs on Security"
33,"Thu, 07 Apr 2022 07:00:00 GMT","{'href': 'https://thehackernews.com', 'title': 'The Hacker News'}",https://thehackernews.com/2022/04/into-breach-breaking-down-3-saas-app.html,Into the Breach: Breaking Down 3 SaaS App Cyber Attacks in 2022 - The Hacker News
34,"Tue, 26 Apr 2022 14:23:23 GMT","{'href': 'https://www.techradar.com', 'title': 'TechRadar'}",https://www.techradar.com/features/top-10-sdp-providers-in-2022,Top 10 SDP providers in 2022 - TechRadar
35,"Thu, 28 Apr 2022 14:28:00 GMT","{'href': 'https://portswigger.net', 'title': 'The Daily Swig'}",https://portswigger.net/daily-swig/disavowed-chrome-plans-to-deprecate-document-domain-lays-the-groundwork-for-shift-in-browser-security,Disavowed: Chrome plans to deprecate ‘document.domain’ lays the groundwork for shift in browser security - The Daily Swig
36,"Thu, 28 Apr 2022 23:02:10 GMT","{'href': 'https://www.themobility.club', 'title': 'themobility.club'}",https://www.themobility.club/news/2022/04/28/web-security-gateway-market-to-witness-massive-growth-by-cisco-sophos-group-comodo-group/,"Web Security Gateway Market to Witness Massive Growth by Cisco, Sophos Group, Comodo Group – themobility.club - themobility.club"
37,"Thu, 28 Apr 2022 13:54:53 GMT","{'href': 'https://www.pcmag.com', 'title': 'PCMag'}",https://www.pcmag.com/how-to/how-to-teach-your-kids-to-be-safe-online,How to Teach Your Kids to Be Safe Online - PCMag
38,"Thu, 28 Apr 2022 16:15:11 GMT","{'href': 'https://www.digitaltrends.com', 'title': 'Digital Trends'}",https://www.digitaltrends.com/computing/cloudflare-mitigates-15m-rps-ddos-attack/,Cloudflare just stopped one of the largest DDoS attacks ever - Digital Trends
39,"Mon, 25 Apr 2022 12:09:28 GMT","{'href': 'https://securityboulevard.com', 'title': 'Security Boulevard'}",https://securityboulevard.com/2022/04/prioritizing-security-a-challenge-for-dev-teams/,Prioritizing Security a Challenge for Dev Teams - Security Boulevard
40,"Fri, 22 Apr 2022 16:00:17 GMT","{'href': 'https://www.c4isrnet.com', 'title': 'C4ISRNet'}",https://www.c4isrnet.com/cyber/2022/04/22/finland-wins-nato-cyber-defense-competition/,Finland wins NATO cyber defense competition - C4ISRNet
41,"Thu, 21 Apr 2022 16:12:51 GMT","{'href': 'https://media.un.org', 'title': 'UN Web TV'}",https://media.un.org/en/asset/k18/k18fiita7f,"Sudan and South Sudan - Security Council, 9020th Meeting | UN Web TV - UN Web TV"
42,"Wed, 27 Apr 2022 19:42:00 GMT","{'href': 'https://www.fitchratings.com', 'title': 'Fitch Ratings'}",https://www.fitchratings.com/research/corporate-finance/ransomware-growing-cyber-risk-for-us-corporates-financials-govt-27-04-2022,"Ransomware a Growing Cyber Risk for US Corporates, Financials, Govt - Fitch Ratings"
43,"Wed, 20 Apr 2022 07:00:00 GMT","{'href': 'https://media.un.org', 'title': 'UN Web TV'}",https://media.un.org/en/asset/k1f/k1fal1u5ql,"Kosovo - Security Council, 9019th Meeting | UN Web TV - UN Web TV"
44,"Thu, 21 Apr 2022 07:00:00 GMT","{'href': 'https://www.itpro.co.uk', 'title': 'IT PRO'}",https://www.itpro.co.uk/security/ransomware/367455/revil-ransomware-groups-infrastructure-comes-back-online-hinting-at,REvil ransomware group's infrastructure comes back online hinting at fresh campaign - IT PRO
45,"Fri, 22 Apr 2022 07:00:00 GMT","{'href': 'https://portswigger.net', 'title': 'The Daily Swig'}",https://portswigger.net/daily-swig/pwn2own-miami-hackers-earn-400-000-by-cracking-ics-platforms,"Pwn2Own Miami: Hackers earn $400,000 by cracking ICS platforms - The Daily Swig"
46,"Fri, 29 Apr 2022 23:42:18 GMT","{'href': 'https://reliefweb.int', 'title': 'ReliefWeb'}",https://reliefweb.int/report/libya/adopting-resolution-2629-2022-security-council-extends-mandate-libya-support-mission,"Adopting Resolution 2629 (2022), Security Council Extends Mandate of Libya Support Mission until 31 July, Asks Secretary-General to Appoint Special Representative - Libya - ReliefWeb"
47,"Fri, 29 Apr 2022 18:17:00 GMT","{'href': 'https://www.crn.com', 'title': 'CRN'}",https://www.crn.com/news/channel-programs/5-companies-that-came-to-win-this-week-april-29,5 Companies That Came To Win This Week - CRN
48,"Sun, 01 May 2022 15:07:18 GMT","{'href': 'https://www.amnesty.org', 'title': 'Amnesty International'}",https://www.amnesty.org/en/latest/news/2022/05/a-tribute-to-mary-on-workers-day/,A Tribute to “Mary” on Workers' Day - Amnesty International
49,"Fri, 29 Apr 2022 23:53:36 GMT","{'href': 'https://reliefweb.int', 'title': 'ReliefWeb'}",https://reliefweb.int/report/burundi/burundi-food-security-outlook-update-april-2022,"Burundi Food Security Outlook Update, April 2022 - Burundi - ReliefWeb"
50,"Fri, 29 Apr 2022 16:29:13 GMT","{'href': 'https://reliefweb.int', 'title': 'ReliefWeb'}",https://reliefweb.int/report/sudan/security-council-press-statement-darfur-sudan-29-april-2022,"Security Council Press Statement on Darfur, Sudan, 29 April 2022 - Sudan - ReliefWeb"
51,"Fri, 22 Apr 2022 07:00:00 GMT","{'href': 'https://krebsonsecurity.com', 'title': 'Krebs on Security'}",https://krebsonsecurity.com/2022/04/leaked-chats-show-lapsus-stole-t-mobile-source-code/,Leaked Chats Show LAPSUS$ Stole T-Mobile Source Code – Krebs on Security - Krebs on Security
52,"Fri, 08 Apr 2022 07:00:00 GMT","{'href': 'https://thehackernews.com', 'title': 'The Hacker News'}",https://thehackernews.com/2022/04/chinese-hacker-groups-continue-to.html,Chinese Hacker Groups Continue to Target Indian Power Grid Assets - The Hacker News
53,"Tue, 26 Apr 2022 19:13:45 GMT","{'href': 'https://media.un.org', 'title': 'UN Web TV'}",https://media.un.org/en/asset/k1e/k1ewn4ks21,"General Assembly: 70th Plenary Meeting, 76th Session | UN Web TV - UN Web TV"
54,"Thu, 21 Apr 2022 07:00:00 GMT","{'href': 'https://thehackernews.com', 'title': 'The Hacker News'}",https://thehackernews.com/2022/04/cisco-releases-security-patches-for.html,"Cisco Releases Security Patches for TelePresence, RoomOS and Umbrella VA - The Hacker News"
55,"Tue, 26 Apr 2022 17:45:36 GMT","{'href': 'https://www.darkreading.com', 'title': 'DARKReading'}",https://www.darkreading.com/application-security/api-attacks-soar-amid-the-growing-application-surface-area,API Attacks Soar Amid the Growing Application Surface Area - DARKReading
56,"Sat, 30 Apr 2022 04:00:11 GMT","{'href': 'https://www.ft.com', 'title': 'Financial Times'}",https://www.ft.com/content/3058b25b-0452-4afa-85d2-a6861221904f,Big Tech trims its sails as it braces for a bruising quarter - Financial Times
57,"Sun, 01 May 2022 12:00:00 GMT","{'href': 'https://www.tomshardware.com', 'title': ""Tom's Hardware""}",https://www.tomshardware.com/reviews/keeper-password-manager,Keeper Password Manager Review: Checks All the Boxes - Tom's Hardware
58,"Sun, 01 May 2022 18:31:23 GMT","{'href': 'https://reliefweb.int', 'title': 'ReliefWeb'}",https://reliefweb.int/report/world/vaccine-equity-conflictaffected-areas-challenges-development-production-procurement-and,"Vaccine Equity in ConflictAffected Areas: The Challenges of Development, Production, Procurement, and Distribution, May 2022 - World - ReliefWeb"
59,"Mon, 25 Apr 2022 09:11:00 GMT","{'href': 'https://portswigger.net', 'title': 'The Daily Swig'}",https://portswigger.net/daily-swig/vulnerability-aws-log4shell-hot-patch-allowed-full-host-takeover,Hot patch for Log4Shell vulnerability in AWS allowed full host takeover - The Daily Swig
60,"Thu, 07 Apr 2022 07:00:00 GMT","{'href': 'https://thehackernews.com', 'title': 'The Hacker News'}",https://thehackernews.com/2022/04/sharkbot-banking-trojan-resurfaces-on.html,SharkBot Banking Trojan Resurfaces On Google Play Store Hidden Behind 7 New Apps - The Hacker News
61,"Mon, 20 Dec 2021 08:00:00 GMT","{'href': 'https://securityboulevard.com', 'title': 'Security Boulevard'}",https://securityboulevard.com/2021/12/hackers-gonna-hack-the-importance-of-web-security/,Hackers gonna hack: The importance of web security - Security Boulevard
62,"Fri, 08 Apr 2022 07:00:00 GMT","{'href': 'https://thehackernews.com', 'title': 'The Hacker News'}",https://thehackernews.com/2022/04/microsoft-obtains-court-order-to-take.html,Microsoft Obtains Court Order to Take Down Domains Used to Target Ukraine - The Hacker News
63,"Sun, 31 Oct 2021 07:00:00 GMT","{'href': 'https://bdtechtalks.com', 'title': 'TechTalks'}",https://bdtechtalks.com/2021/10/31/web-security-broken-access/,Accepting the inevitable: The pitfalls of web security - TechTalks
64,"Thu, 28 Apr 2022 20:21:00 GMT","{'href': 'https://www.cnn.com', 'title': 'CNN'}",https://www.cnn.com/2022/04/28/politics/youtube-google-ads-russia-what-matters/index.html,A Russian opposition leader wants to fight Vladimir Putin with ads on YouTube - CNN
65,"Wed, 30 Mar 2022 07:00:00 GMT","{'href': 'https://www.crn.com', 'title': 'CRN'}",https://www.crn.com/news/security/perception-point-acquires-web-security-startup-hysolate,Perception Point Acquires Web Security Startup Hysolate - CRN
66,"Mon, 31 Jan 2022 08:00:00 GMT","{'href': 'https://www.securitymagazine.com', 'title': 'Security Magazine'}",https://www.securitymagazine.com/articles/96998-4-cybersecurity-risks-of-web-30,4 cybersecurity risks of web 3.0 - Security Magazine
67,"Fri, 18 Feb 2022 15:29:42 GMT","{'href': 'https://www.cisa.gov', 'title': 'CISA'}",https://www.cisa.gov/free-cybersecurity-services-and-tools,Free Cybersecurity Services and Tools - CISA
68,"Mon, 27 Sep 2021 07:00:00 GMT","{'href': 'https://www.thesslstore.com', 'title': 'Hashed Out by The SSL Store™'}",https://www.thesslstore.com/blog/web-application-security-practices-you-can-use/,7 Web Application Security Practices You Can Use - Hashed Out by The SSL Store™ - Hashed Out by The SSL Store™
69,"Fri, 18 Mar 2022 07:00:00 GMT","{'href': 'https://www.forbes.com', 'title': 'Forbes'}",https://www.forbes.com/sites/bernardmarr/2022/03/18/the-biggest-cyber-security-risks-in-2022/,The Biggest Cyber Security Risks In 2022 - Forbes
70,"Fri, 11 Mar 2022 08:00:00 GMT","{'href': 'https://www.forbes.com', 'title': 'Forbes'}",https://www.forbes.com/sites/thomasbrewster/2022/03/11/russians-exposed-to-more-surveillance-and-cybercrime-as-web-security-giants-leave-over-ukraine-invasion/,"Big Web Security Firms Ditch Russia, Leaving Internet Users Open To More Kremlin Snooping - Forbes"
71,"Fri, 29 Apr 2022 13:01:00 GMT","{'href': 'https://portswigger.net', 'title': 'The Daily Swig'}",https://portswigger.net/daily-swig/data-breach-at-us-healthcare-provider-arcare-impacts-345-000-individuals,Data breach at US healthcare provider ARcare impacts 345000 individuals - The Daily Swig
72,"Thu, 27 Jan 2022 08:00:00 GMT","{'href': 'https://www.globenewswire.com', 'title': 'GlobeNewswire'}",https://www.globenewswire.com/news-release/2022/01/27/2374383/0/en/New-Web-Security-Research-from-Reblaze-Reveals-Most-Organizations-Still-Aren-t-Prepared-to-Effectively-Defend-Against-Increasingly-Common-Types-of-Attacks.html,New Web Security Research from Reblaze Reveals Most Organizations Still Aren't Prepared to Effectively Defend Against Increasingly Common Types of Attacks - GlobeNewswire
73,"Tue, 22 Mar 2022 07:00:00 GMT","{'href': 'https://www.helpnetsecurity.com', 'title': 'Help Net Security'}",https://www.helpnetsecurity.com/2022/03/22/web-security-threats/,HEAT attacks: A new class of cyber threats organizations are not prepared for - Help Net Security
74,"Wed, 16 Feb 2022 08:00:00 GMT","{'href': 'https://www.tripwire.com', 'title': 'tripwire.com'}",https://www.tripwire.com/state-of-security/security-data-protection/cyber-security/prioritizing-cybersecurity-throughout-all-web-development-sprints/,Prioritizing Cybersecurity Throughout All Web Development Sprints - tripwire.com
75,"Tue, 26 Apr 2022 12:29:51 GMT","{'href': 'https://threatpost.com', 'title': 'Threatpost'}",https://threatpost.com/cve-cloud-bug-system/179394/,Firms Push for CVE-Like Cloud Bug System - Threatpost
76,"Thu, 28 Apr 2022 13:39:12 GMT","{'href': 'https://www.benzinga.com', 'title': 'Benzinga'}",https://www.benzinga.com/pressreleases/22/04/g26868322/bot-security-market-research-report-by-component-security-type-deployment-enterprise-size-vertical,"Bot Security Market Research Report by Component, Security Type, Deployment, Enterprise Size, Vertical, R - Benzinga"
77,"Tue, 26 Oct 2021 07:00:00 GMT","{'href': 'https://www.cshub.com', 'title': 'Cyber Security Hub'}",https://www.cshub.com/executive-decisions/articles/the-top-ten-cyber-security-blogs,Top 10 cyber security blogs - Cyber Security Hub
78,"Tue, 25 Jan 2022 08:00:00 GMT","{'href': 'https://thenewstack.io', 'title': 'thenewstack.io'}",https://thenewstack.io/from-war-to-web-security-protect-your-attack-surface-from-the-weakest-link/,"From War to Web Security, Protect Your Attack Surface from the Weakest Link - thenewstack.io"
79,"Fri, 17 Dec 2021 08:00:00 GMT","{'href': 'https://www.forbes.com', 'title': 'Forbes'}",https://www.forbes.com/sites/bernardmarr/2021/12/17/the-five-biggest-cyber-security-trends-in-2022/,The Five Biggest Cyber Security Trends In 2022 - Forbes
80,"Tue, 15 Feb 2022 08:00:00 GMT","{'href': 'https://portswigger.net', 'title': 'The Daily Swig'}",https://portswigger.net/daily-swig/grafana-web-security-vulnerability-opened-a-plethora-of-attack-possibilities,Grafana web security vulnerability opened a plethora of attack possibilities - The Daily Swig
81,"Wed, 09 Mar 2022 08:00:00 GMT","{'href': 'https://freedom-to-tinker.com', 'title': 'Freedom to Tinker'}",https://freedom-to-tinker.com/2022/03/09/attackers-exploit-fundamental-flaw-in-the-webs-security-to-steal-2-million-in-cryptocurrency/,Attackers exploit fundamental flaw in the web's security to steal $2 million in cryptocurrency - Freedom to Tinker
82,"Wed, 01 Dec 2021 14:28:12 GMT","{'href': 'https://sla.ny.gov', 'title': 'New York State Liquor Authority'}",https://sla.ny.gov/web-security-update,WEB SECURITY UPDATE | Liquor Authority - New York State Liquor Authority
83,"Thu, 02 Dec 2021 14:47:24 GMT","{'href': 'https://portswigger.net', 'title': 'The Daily Swig'}",https://portswigger.net/web-security/file-upload,File uploads | Web Security Academy - The Daily Swig
84,"Sun, 12 Dec 2021 08:00:00 GMT","{'href': 'https://abcnews.go.com', 'title': 'ABC News'}",https://abcnews.go.com/US/cyber-vulnerability-poses-severe-risk-dhs/story?id=81713422,"New cyber vulnerability poses 'severe risk,' DHS says - ABC News"
85,"Thu, 04 Nov 2021 07:00:00 GMT","{'href': 'https://www.prnewswire.com', 'title': 'PR Newswire'}",https://www.prnewswire.com/in/news-releases/cdnetworks-releases-state-of-the-web-security-for-2020-web-application-attacks-surged-740--852806943.html,CDNetworks Releases State of the Web Security for 2020: Web Application Attacks Surged 740% USA - English - USA - English - PR Newswire
86,"Tue, 25 Jan 2022 08:00:00 GMT","{'href': 'https://securityboulevard.com', 'title': 'Security Boulevard'}",https://securityboulevard.com/2022/01/cisco-umbrella-and-web-security-appliance-customers-adopt-ericoms-ztedge-web-isolation-solution-for-rbi-sase-use-cases/,Cisco Umbrella and Web Security Appliance Customers Adopt Ericom’s ZTEdge Web Isolation Solution for RBI ... - Security Boulevard
87,"Tue, 15 Feb 2022 08:00:00 GMT","{'href': 'https://solutionsreview.com', 'title': 'Solutions Review'}",https://solutionsreview.com/security-information-event-management/how-web-security-vulnerabilities-can-impact-your-seo-performance/,How Web Security Vulnerabilities Can Impact Your SEO Performance - Solutions Review
88,"Wed, 09 Feb 2022 08:00:00 GMT","{'href': 'https://www.eff.org', 'title': 'EFF'}",https://www.eff.org/deeplinks/2022/02/what-duck-why-eu-proposal-require-qwacs-will-hurt-internet-security,"What the Duck? Why an EU Proposal to Require ""QWACs"" Will Hurt Internet Security - EFF"
89,"Thu, 28 Apr 2022 08:23:49 GMT","{'href': 'https://www.gov.uk', 'title': 'GOV.UK'}",https://www.gov.uk/government/publications/digital-regulation-cooperation-forum-workplan-2022-to-2023/digital-regulation-cooperation-forum-plan-of-work-for-2022-to-2023,Digital Regulation Cooperation Forum: Plan of work for 2022 to 2023 - GOV.UK
90,"Wed, 23 Mar 2022 07:00:00 GMT","{'href': 'https://venturebeat.com', 'title': 'VentureBeat'}",https://venturebeat.com/2022/03/23/island-adds-115m-for-security-focused-enterprise-web-browser/,Island adds $115M for security-focused enterprise web browser - VentureBeat
91,"Sun, 13 Mar 2022 08:00:00 GMT","{'href': 'https://www.wfxrtv.com', 'title': 'WFXRtv.com'}",https://www.wfxrtv.com/news/local-news/experts-discuss-cyber-security-tips-to-keep-online-data-safe/,Roanoke expert discusses cyber security tips to keep online data safe - WFXRtv.com
92,"Sat, 12 Mar 2022 08:00:00 GMT","{'href': 'https://www.engadget.com', 'title': 'Engadget'}",https://www.engadget.com/ubisoft-cyber-security-incident-lapsus-claims-credit-164942979.html,Ubisoft says no user information was exposed in recent 'cyber security incident' - Engadget
93,"Fri, 29 Apr 2022 15:20:00 GMT","{'href': 'https://portswigger.net', 'title': 'The Daily Swig'}",https://portswigger.net/daily-swig/bug-bounty-radar-the-latest-bug-bounty-programs-for-may-2022,Bug Bounty Radar // The latest bug bounty programs for May 2022 - The Daily Swig
94,"Wed, 10 Nov 2021 08:00:00 GMT","{'href': 'https://www.weforum.org', 'title': 'World Economic Forum'}",https://www.weforum.org/agenda/2021/11/in-a-quantum-future-our-economy-needs-to-be-protected-a-cybersecurity-expert-explains-why/,Quantum computing will lead to new risks for cyber security | World Economic Forum - World Economic Forum
95,"Fri, 04 Feb 2022 08:00:00 GMT","{'href': 'https://www.esecurityplanet.com', 'title': 'eSecurity Planet'}",https://www.esecurityplanet.com/products/internet-security-software/,Best Internet Security Software & Suites for 2022 | eSP - eSecurity Planet
96,"Thu, 05 Aug 2021 07:00:00 GMT","{'href': 'https://securityboulevard.com', 'title': 'Security Boulevard'}",https://securityboulevard.com/2021/08/7-web-application-security-best-practices/,7 web application security best practices - Security Boulevard
97,"Tue, 15 Feb 2022 08:00:00 GMT","{'href': 'https://thehackernews.com', 'title': 'The Hacker News'}",https://thehackernews.com/2022/02/safedns-cloud-based-internet-security.html,SafeDNS: Cloud-based Internet Security and Web Filtering Solution for MSPs - The Hacker News
98,"Tue, 06 Jul 2021 07:00:00 GMT","{'href': 'https://www.pcmag.com', 'title': 'PCMag'}",https://www.pcmag.com/deals/keep-your-website-safe-with-a-lifetime-of-professional-web-security-for,Keep Your Website Safe With a Lifetime of Professional Web Security for $50 - PCMag
99,"Tue, 26 Oct 2021 14:53:51 GMT","{'href': 'https://portswigger.net', 'title': 'The Daily Swig'}",https://portswigger.net/web-security/request-smuggling/advanced,Advanced request smuggling | Web Security Academy - The Daily Swig
